10,1,660,2116,28,63,-1,-1,-1,-1
10,2,101,3247,37,61,-1,-1,-1,-1
10,3,68,517,23,40,-1,-1,-1,-1
10,4,646,1729,33,50,-1,-1,-1,-1
10,8,2123,1498,19,25,-1,-1,-1,-1
10,9,2095,3085,45,59,-1,-1,-1,-1
10,10,2363,2474,23,35,-1,-1,-1,-1
11,1,661,2118,28,63,-1,-1,-1,-1
11,2,101,3247,37,61,-1,-1,-1,-1
11,3,68,516,23,40,-1,-1,-1,-1
11,4,647,1731,33,50,-1,-1,-1,-1
11,8,2123,1498,19,25,-1,-1,-1,-1
11,9,2094,3087,45,59,-1,-1,-1,-1
11,10,2363,2474,23,35,-1,-1,-1,-1
12,1,662,2120,28,63,-1,-1,-1,-1
12,2,102,3246,37,61,-1,-1,-1,-1
12,3,69,513,23,40,-1,-1,-1,-1
12,4,648,1732,33,50,-1,-1,-1,-1
12,8,2123,1497,19,25,-1,-1,-1,-1
12,9,2095,3089,45,59,-1,-1,-1,-1
12,10,2362,2473,23,35,-1,-1,-1,-1
13,1,662,2122,28,63,-1,-1,-1,-1
13,2,103,3244,37,61,-1,-1,-1,-1
13,3,69,512,23,40,-1,-1,-1,-1
13,4,649,1734,33,50,-1,-1,-1,-1
13,8,2126,1497,19,25,-1,-1,-1,-1
13,9,2095,3090,45,59,-1,-1,-1,-1
13,10,2363,2473,23,35,-1,-1,-1,-1
14,1,661,2125,28,63,-1,-1,-1,-1
14,2,105,3244,37,61,-1,-1,-1,-1
14,3,69,510,23,40,-1,-1,-1,-1
14,4,650,1735,33,50,-1,-1,-1,-1
14,8,2124,1495,19,25,-1,-1,-1,-1
14,9,2094,3094,45,59,-1,-1,-1,-1
14,10,2363,2473,23,35,-1,-1,-1,-1
15,1,662,2127,28,63,-1,-1,-1,-1
15,2,104,3241,37,61,-1,-1,-1,-1
15,3,69,509,23,40,-1,-1,-1,-1
15,4,650,1738,33,50,-1,-1,-1,-1
15,8,2122,1494,19,25,-1,-1,-1,-1
15,9,2092,3095,45,59,-1,-1,-1,-1
15,10,2363,2472,23,35,-1,-1,-1,-1
16,1,663,2129,28,63,-1,-1,-1,-1
16,2,107,3240,37,61,-1,-1,-1,-1
16,3,70,508,23,40,-1,-1,-1,-1
16,4,651,1739,33,50,-1,-1,-1,-1
16,8,2123,1493,19,25,-1,-1,-1,-1
16,9,2094,3099,45,59,-1,-1,-1,-1
16,10,2363,2471,23,35,-1,-1,-1,-1
17,1,663,2131,28,63,-1,-1,-1,-1
17,2,109,3234,37,61,-1,-1,-1,-1
17,3,70,507,23,40,-1,-1,-1,-1
17,4,652,1741,33,50,-1,-1,-1,-1
17,8,2126,1493,19,25,-1,-1,-1,-1
17,9,2095,3102,45,59,-1,-1,-1,-1
17,10,2363,2473,23,35,-1,-1,-1,-1
18,1,663,2134,28,63,-1,-1,-1,-1
18,2,110,3229,37,61,-1,-1,-1,-1
18,3,70,506,23,40,-1,-1,-1,-1
18,4,652,1744,33,50,-1,-1,-1,-1
18,8,2127,1492,19,25,-1,-1,-1,-1
18,9,2096,3105,45,59,-1,-1,-1,-1
18,10,2363,2473,23,35,-1,-1,-1,-1
19,1,665,2136,28,63,-1,-1,-1,-1
19,2,110,3226,37,61,-1,-1,-1,-1
19,3,68,504,23,40,-1,-1,-1,-1
19,4,653,1745,33,50,-1,-1,-1,-1
19,8,2124,1491,19,25,-1,-1,-1,-1
19,9,2093,3106,45,59,-1,-1,-1,-1
19,10,2362,2471,23,35,-1,-1,-1,-1
20,1,665,2138,28,63,-1,-1,-1,-1
20,2,111,3225,37,61,-1,-1,-1,-1
20,3,69,502,23,40,-1,-1,-1,-1
20,4,653,1747,33,50,-1,-1,-1,-1
20,8,2125,1491,19,25,-1,-1,-1,-1
20,9,2091,3106,45,59,-1,-1,-1,-1
20,10,2362,2470,23,35,-1,-1,-1,-1
21,1,665,2140,28,63,-1,-1,-1,-1
21,2,111,3224,37,61,-1,-1,-1,-1
21,3,69,500,23,40,-1,-1,-1,-1
21,4,654,1749,33,50,-1,-1,-1,-1
21,8,2126,1491,19,25,-1,-1,-1,-1
21,9,2090,3108,45,59,-1,-1,-1,-1
21,10,2362,2470,23,35,-1,-1,-1,-1
22,1,666,2144,28,63,-1,-1,-1,-1
22,2,111,3224,37,61,-1,-1,-1,-1
22,3,71,498,23,40,-1,-1,-1,-1
22,4,656,1751,33,50,-1,-1,-1,-1
22,8,2127,1490,19,25,-1,-1,-1,-1
22,9,2090,3110,45,59,-1,-1,-1,-1
22,10,2363,2469,23,35,-1,-1,-1,-1
23,1,667,2145,28,63,-1,-1,-1,-1
23,2,113,3222,37,61,-1,-1,-1,-1
23,3,70,497,23,40,-1,-1,-1,-1
23,4,656,1752,33,50,-1,-1,-1,-1
23,8,2127,1489,19,25,-1,-1,-1,-1
23,9,2089,3114,45,59,-1,-1,-1,-1
23,10,2363,2469,23,35,-1,-1,-1,-1
24,1,668,2147,28,63,-1,-1,-1,-1
24,2,115,3221,37,61,-1,-1,-1,-1
24,3,70,495,23,40,-1,-1,-1,-1
24,4,658,1752,33,50,-1,-1,-1,-1
24,8,2128,1489,19,25,-1,-1,-1,-1
24,9,2090,3117,45,59,-1,-1,-1,-1
24,10,2363,2469,23,35,-1,-1,-1,-1
25,1,669,2149,28,63,-1,-1,-1,-1
25,2,115,3218,37,61,-1,-1,-1,-1
25,3,70,493,23,40,-1,-1,-1,-1
25,4,660,1755,33,50,-1,-1,-1,-1
25,8,2129,1488,19,25,-1,-1,-1,-1
25,9,2088,3118,45,59,-1,-1,-1,-1
25,10,2362,2468,23,35,-1,-1,-1,-1
26,1,669,2151,28,63,-1,-1,-1,-1
26,2,116,3218,37,61,-1,-1,-1,-1
26,3,72,492,23,40,-1,-1,-1,-1
26,4,661,1757,33,50,-1,-1,-1,-1
26,8,2129,1488,19,25,-1,-1,-1,-1
26,9,2084,3118,45,59,-1,-1,-1,-1
26,10,2362,2469,23,35,-1,-1,-1,-1
27,1,669,2153,28,63,-1,-1,-1,-1
27,2,117,3216,37,61,-1,-1,-1,-1
27,3,73,490,23,40,-1,-1,-1,-1
27,4,662,1759,33,50,-1,-1,-1,-1
27,8,2130,1487,19,25,-1,-1,-1,-1
27,9,2084,3119,45,59,-1,-1,-1,-1
27,10,2362,2468,23,35,-1,-1,-1,-1
28,1,668,2156,28,63,-1,-1,-1,-1
28,2,117,3214,37,61,-1,-1,-1,-1
28,3,72,489,23,40,-1,-1,-1,-1
28,4,663,1761,33,50,-1,-1,-1,-1
28,8,2131,1487,19,25,-1,-1,-1,-1
28,9,2086,3121,45,59,-1,-1,-1,-1
28,10,2361,2468,23,35,-1,-1,-1,-1
28,32,2123,1487,19,25,-1,-1,-1,-1
29,1,670,2159,28,63,-1,-1,-1,-1
29,2,120,3210,37,61,-1,-1,-1,-1
29,3,72,488,23,40,-1,-1,-1,-1
29,4,663,1762,33,50,-1,-1,-1,-1
29,8,2131,1486,19,25,-1,-1,-1,-1
29,9,2089,3123,45,59,-1,-1,-1,-1
29,10,2361,2467,23,35,-1,-1,-1,-1
29,32,2123,1487,19,25,-1,-1,-1,-1
30,1,672,2162,28,63,-1,-1,-1,-1
30,2,120,3208,37,61,-1,-1,-1,-1
30,3,73,487,23,40,-1,-1,-1,-1
30,4,664,1764,33,50,-1,-1,-1,-1
30,8,2132,1486,19,25,-1,-1,-1,-1
30,9,2087,3126,45,59,-1,-1,-1,-1
30,10,2361,2467,23,35,-1,-1,-1,-1
30,32,2124,1485,19,25,-1,-1,-1,-1
31,1,671,2164,28,63,-1,-1,-1,-1
31,2,120,3206,37,61,-1,-1,-1,-1
31,3,72,485,23,40,-1,-1,-1,-1
31,4,664,1766,33,50,-1,-1,-1,-1
31,8,2132,1485,19,25,-1,-1,-1,-1
31,9,2086,3128,45,59,-1,-1,-1,-1
31,10,2360,2466,23,35,-1,-1,-1,-1
31,32,2125,1484,19,25,-1,-1,-1,-1
32,1,672,2166,28,63,-1,-1,-1,-1
32,2,121,3203,37,61,-1,-1,-1,-1
32,3,72,483,23,40,-1,-1,-1,-1
32,4,665,1769,33,50,-1,-1,-1,-1
32,9,2086,3130,45,59,-1,-1,-1,-1
32,10,2360,2466,23,35,-1,-1,-1,-1
32,32,2124,1484,19,25,-1,-1,-1,-1
33,1,672,2168,28,63,-1,-1,-1,-1
33,2,122,3200,37,61,-1,-1,-1,-1
33,3,71,481,23,40,-1,-1,-1,-1
33,4,666,1770,33,50,-1,-1,-1,-1
33,9,2084,3133,45,59,-1,-1,-1,-1
33,10,2360,2465,23,35,-1,-1,-1,-1
33,32,2125,1483,19,25,-1,-1,-1,-1
34,1,672,2170,28,63,-1,-1,-1,-1
34,2,123,3198,37,61,-1,-1,-1,-1
34,3,71,480,23,40,-1,-1,-1,-1
34,4,666,1771,33,50,-1,-1,-1,-1
34,9,2083,3135,45,59,-1,-1,-1,-1
34,10,2360,2465,23,35,-1,-1,-1,-1
34,32,2126,1484,19,25,-1,-1,-1,-1
35,1,673,2173,28,63,-1,-1,-1,-1
35,2,124,3197,37,61,-1,-1,-1,-1
35,3,71,478,23,40,-1,-1,-1,-1
35,4,668,1773,33,50,-1,-1,-1,-1
35,9,2081,3137,45,59,-1,-1,-1,-1
35,10,2360,2465,23,35,-1,-1,-1,-1
35,32,2125,1483,19,25,-1,-1,-1,-1
36,1,673,2175,28,63,-1,-1,-1,-1
36,2,127,3196,37,61,-1,-1,-1,-1
36,3,72,477,23,40,-1,-1,-1,-1
36,4,669,1775,33,50,-1,-1,-1,-1
36,9,2083,3141,45,59,-1,-1,-1,-1
36,10,2359,2465,23,35,-1,-1,-1,-1
36,32,2127,1482,19,25,-1,-1,-1,-1
37,1,674,2177,28,63,-1,-1,-1,-1
37,2,128,3194,37,61,-1,-1,-1,-1
